Airline,Airline ID,Takeoff Airport,Takeoff Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment,price,time,date
2B,410,KZN,2990,DME,4029,,0,CR2,922.88,14:25,2017-08-07
2B,410,KZN,2990,DME,4029,,0,CR2,1370.0,22:03,2016-12-13
2B,410,KZN,2990,DME,4029,,0,CR2,1354.95,04:19,2017-05-31
2B,410,KZN,2990,DME,4029,,0,CR2,1243.57,22:17,2016-10-31
2B,410,KZN,2990,DME,4029,,0,CR2,724.3,16:33,2017-08-28
2B,410,KZN,2990,EGO,6156,,0,CR2,1293.39,05:45,2017-02-08
2B,410,KZN,2990,EGO,6156,,0,CR2,969.35,23:34,2017-04-12
2B,410,KZN,2990,EGO,6156,,0,CR2,1322.66,05:37,2017-08-16
2B,410,KZN,2990,EGO,6156,,0,CR2,462.28,12:26,2017-06-28
2B,410,KZN,2990,EGO,6156,,0,CR2,353.75,21:16,2017-09-09
2B,410,KZN,2990,LED,2948,,0,CR2,1438.4,06:57,2017-05-17
2B,410,KZN,2990,LED,2948,,0,CR2,754.38,01:00,2017-10-24
2B,410,KZN,2990,LED,2948,,0,CR2,795.21,03:18,2017-02-02
2B,410,KZN,2990,LED,2948,,0,CR2,1474.11,23:43,2017-01-21
2B,410,KZN,2990,LED,2948,,0,CR2,1012.65,00:56,2016-12-23
2B,410,KZN,2990,SVX,2975,,0,CR2,1414.62,06:59,2017-03-09
2B,410,KZN,2990,SVX,2975,,0,CR2,882.12,08:30,2017-04-04
2B,410,KZN,2990,SVX,2975,,0,CR2,221.05,08:43,2017-01-22
2B,410,KZN,2990,SVX,2975,,0,CR2,805.45,04:55,2017-04-27
2B,410,KZN,2990,SVX,2975,,0,CR2,1046.85,13:49,2017-07-05
2B,410,LED,2948,KZN,2990,,0,CR2,599.3,03:45,2016-12-29
2B,410,LED,2948,KZN,2990,,0,CR2,1148.48,20:14,2016-11-26
2B,410,LED,2948,KZN,2990,,0,CR2,730.79,09:12,2017-05-08
2B,410,LED,2948,KZN,2990,,0,CR2,1256.78,02:08,2017-06-03
2B,410,LED,2948,KZN,2990,,0,CR2,1319.86,03:45,2017-06-08
2B,410,LED,2948,NBC,6969,,0,CR2,1486.85,09:48,2016-10-26
2B,410,LED,2948,NBC,6969,,0,CR2,481.96,16:56,2017-06-17
2B,410,LED,2948,NBC,6969,,0,CR2,205.4,17:05,2017-09-13
2B,410,LED,2948,NBC,6969,,0,CR2,398.95,06:38,2017-05-25
2B,410,LED,2948,NBC,6969,,0,CR2,938.98,19:37,2017-05-25
2B,410,LED,2948,UUA,6160,,0,CR2,724.5,20:50,2017-10-20
2B,410,LED,2948,UUA,6160,,0,CR2,1337.35,02:17,2017-05-05
2B,410,LED,2948,UUA,6160,,0,CR2,360.43,18:33,2016-10-28
2B,410,LED,2948,UUA,6160,,0,CR2,370.6,23:08,2017-02-21
2B,410,LED,2948,UUA,6160,,0,CR2,540.91,13:46,2017-02-22
2B,410,MRV,2962,ASF,2966,,0,CR2,1343.17,12:13,2017-06-10
2B,410,MRV,2962,ASF,2966,,0,CR2,536.24,04:04,2017-05-31
2B,410,MRV,2962,ASF,2966,,0,CR2,1357.84,13:12,2017-06-01
2B,410,MRV,2962,ASF,2966,,0,CR2,398.58,12:10,2017-01-10
2B,410,MRV,2962,ASF,2966,,0,CR2,864.02,09:05,2017-04-11
2B,410,NBC,6969,DME,4029,,0,CR2,1424.54,07:04,2017-03-31
2B,410,NBC,6969,DME,4029,,0,CR2,968.34,23:05,2016-11-03
2B,410,NBC,6969,DME,4029,,0,CR2,1388.15,08:58,2016-11-06
2B,410,NBC,6969,DME,4029,,0,CR2,530.84,15:54,2017-07-02
2B,410,NBC,6969,DME,4029,,0,CR2,625.73,17:54,2017-04-19
2B,410,NBC,6969,GYD,2922,,0,CR2,1062.54,09:45,2017-06-02
2B,410,NBC,6969,GYD,2922,,0,CR2,904.81,19:53,2016-12-11
2B,410,NBC,6969,GYD,2922,,0,CR2,292.91,20:46,2017-04-27
2B,410,NBC,6969,GYD,2922,,0,CR2,331.97,03:56,2016-12-02
2B,410,NBC,6969,GYD,2922,,0,CR2,942.96,10:23,2017-09-26
2B,410,NBC,6969,LED,2948,,0,CR2,508.8,21:29,2017-05-16
2B,410,NBC,6969,LED,2948,,0,CR2,245.11,10:13,2017-04-17
2B,410,NBC,6969,LED,2948,,0,CR2,921.43,22:34,2017-04-07
2B,410,NBC,6969,LED,2948,,0,CR2,215.77,03:24,2017-02-28
2B,410,NBC,6969,LED,2948,,0,CR2,851.29,16:45,2017-03-31
2B,410,NBC,6969,SVX,2975,,0,CR2,1156.17,17:08,2017-04-30
2B,410,NBC,6969,SVX,2975,,0,CR2,286.12,23:00,2017-09-21
2B,410,NBC,6969,SVX,2975,,0,CR2,271.95,08:45,2017-07-31
2B,410,NBC,6969,SVX,2975,,0,CR2,205.47,12:49,2017-07-03
2B,410,NBC,6969,SVX,2975,,0,CR2,1495.85,09:50,2017-10-10
2B,410,NJC,2972,SVX,2975,,0,CR2,330.55,01:09,2017-10-23
2B,410,NJC,2972,SVX,2975,,0,CR2,527.18,17:39,2017-01-20
2B,410,NJC,2972,SVX,2975,,0,CR2,1464.59,07:24,2017-10-15
2B,410,NJC,2972,SVX,2975,,0,CR2,449.2,15:07,2017-10-04
2B,410,NJC,2972,SVX,2975,,0,CR2,538.83,22:49,2017-08-11
2B,410,NJC,2972,UUA,6160,,0,CR2,1204.02,22:39,2016-12-03
2B,410,NJC,2972,UUA,6160,,0,CR2,292.68,20:32,2017-08-22
2B,410,NJC,2972,UUA,6160,,0,CR2,243.86,21:27,2016-11-11
2B,410,NJC,2972,UUA,6160,,0,CR2,865.28,14:08,2016-11-14
2B,410,NJC,2972,UUA,6160,,0,CR2,374.96,15:58,2017-04-25
2B,410,NUX,4364,SVX,2975,,0,CR2,390.37,19:57,2017-06-04
2B,410,NUX,4364,SVX,2975,,0,CR2,1000.09,09:12,2017-06-17
2B,410,NUX,4364,SVX,2975,,0,CR2,777.33,06:28,2017-10-15
2B,410,NUX,4364,SVX,2975,,0,CR2,1319.24,09:12,2017-03-24
2B,410,NUX,4364,SVX,2975,,0,CR2,1207.56,13:10,2017-06-23
2B,410,OVB,4078,CEK,2968,,0,CR2,772.28,00:39,2017-10-09
2B,410,OVB,4078,CEK,2968,,0,CR2,1212.35,02:08,2017-10-21
2B,410,OVB,4078,CEK,2968,,0,CR2,536.43,11:15,2016-11-28
2B,410,OVB,4078,CEK,2968,,0,CR2,539.82,15:42,2017-05-11
2B,410,OVB,4078,CEK,2968,,0,CR2,824.03,03:59,2017-04-12
2B,410,OVB,4078,SVX,2975,,0,CR2,596.05,06:09,2017-06-27
2B,410,OVB,4078,SVX,2975,,0,CR2,750.27,07:19,2017-03-17
2B,410,OVB,4078,SVX,2975,,0,CR2,336.63,18:39,2017-05-22
2B,410,OVB,4078,SVX,2975,,0,CR2,1253.02,19:06,2017-06-14
2B,410,OVB,4078,SVX,2975,,0,CR2,1138.34,05:07,2017-08-11
2B,410,SVX,2975,KZN,2990,,0,CR2,1472.93,10:55,2017-03-19
2B,410,SVX,2975,KZN,2990,,0,CR2,366.9,14:36,2016-11-11
2B,410,SVX,2975,KZN,2990,,0,CR2,565.76,19:14,2017-07-04
2B,410,SVX,2975,KZN,2990,,0,CR2,900.89,19:32,2017-10-16
2B,410,SVX,2975,KZN,2990,,0,CR2,819.51,10:12,2017-03-08
2B,410,SVX,2975,NBC,6969,,0,CR2,1159.65,11:20,2016-12-23
2B,410,SVX,2975,NBC,6969,,0,CR2,607.35,10:37,2017-10-10
2B,410,SVX,2975,NBC,6969,,0,CR2,893.05,23:16,2017-07-09
2B,410,SVX,2975,NBC,6969,,0,CR2,1125.23,07:35,2017-08-15
2B,410,SVX,2975,NBC,6969,,0,CR2,724.46,15:16,2017-03-30
2B,410,SVX,2975,NJC,2972,,0,CR2,647.18,10:26,2016-12-11
2B,410,SVX,2975,NJC,2972,,0,CR2,616.43,08:49,2016-12-15
2B,410,SVX,2975,NJC,2972,,0,CR2,333.33,14:33,2017-02-20
2B,410,SVX,2975,NJC,2972,,0,CR2,209.11,07:14,2017-06-02
2B,410,SVX,2975,NJC,2972,,0,CR2,475.98,01:17,2016-12-09
2B,410,SVX,2975,NUX,4364,,0,CR2,850.06,22:41,2017-02-26
2B,410,SVX,2975,NUX,4364,,0,CR2,847.81,03:47,2017-03-07
2B,410,SVX,2975,NUX,4364,,0,CR2,538.61,17:45,2016-11-10
2B,410,SVX,2975,NUX,4364,,0,CR2,294.64,22:12,2017-02-16
2B,410,SVX,2975,NUX,4364,,0,CR2,478.6,04:00,2017-03-17
2B,410,SVX,2975,OVB,4078,,0,CR2,298.19,12:58,2016-11-02
2B,410,SVX,2975,OVB,4078,,0,CR2,1405.25,22:28,2017-02-13
2B,410,SVX,2975,OVB,4078,,0,CR2,601.6,09:18,2017-06-23
2B,410,SVX,2975,OVB,4078,,0,CR2,1282.5,22:13,2017-07-01
2B,410,SVX,2975,OVB,4078,,0,CR2,423.47,18:35,2017-08-15
2B,410,TGK,\N,DME,4029,,0,CR2,709.49,17:45,2017-01-10
2B,410,TGK,\N,DME,4029,,0,CR2,1373.66,06:07,2017-05-30
2B,410,TGK,\N,DME,4029,,0,CR2,843.83,12:54,2016-12-04
2B,410,TGK,\N,DME,4029,,0,CR2,851.71,22:39,2017-03-31
2B,410,TGK,\N,DME,4029,,0,CR2,1203.63,02:23,2017-05-09
2B,410,UUA,6160,DME,4029,,0,CR2,904.36,10:45,2017-01-10
2B,410,UUA,6160,DME,4029,,0,CR2,887.74,11:57,2017-10-12
2B,410,UUA,6160,DME,4029,,0,CR2,1033.34,21:05,2017-03-08
2B,410,UUA,6160,DME,4029,,0,CR2,1037.95,08:20,2017-01-16
2B,410,UUA,6160,DME,4029,,0,CR2,505.4,18:55,2017-08-23
2B,410,UUA,6160,LED,2948,,0,CR2,586.81,09:46,2017-07-14
2B,410,UUA,6160,LED,2948,,0,CR2,613.96,17:39,2017-03-20
2B,410,UUA,6160,LED,2948,,0,CR2,815.88,17:37,2017-06-12
2B,410,UUA,6160,LED,2948,,0,CR2,1014.9,21:58,2016-12-26
2B,410,UUA,6160,LED,2948,,0,CR2,1078.77,04:55,2017-01-06
2B,410,UUA,6160,NJC,2972,,0,CR2,715.76,03:19,2016-11-02
2B,410,UUA,6160,NJC,2972,,0,CR2,296.7,22:27,2017-02-07
2B,410,UUA,6160,NJC,2972,,0,CR2,1434.03,06:29,2017-07-14
2B,410,UUA,6160,NJC,2972,,0,CR2,1348.39,20:04,2017-09-23
2B,410,UUA,6160,NJC,2972,,0,CR2,1392.54,21:07,2017-03-02
2G,1654,BTK,2936,IKT,2937,,0,A81,568.31,23:08,2017-09-19
2G,1654,BTK,2936,IKT,2937,,0,A81,1135.53,22:16,2017-06-19
2G,1654,BTK,2936,IKT,2937,,0,A81,583.11,08:36,2017-04-13
2G,1654,BTK,2936,IKT,2937,,0,A81,804.9,20:13,2017-05-28
2G,1654,BTK,2936,IKT,2937,,0,A81,1460.98,20:23,2017-05-05
2G,1654,BTK,2936,OVB,4078,,0,A81,673.65,19:41,2016-12-11
2G,1654,BTK,2936,OVB,4078,,0,A81,1085.6,06:43,2017-05-16
2G,1654,BTK,2936,OVB,4078,,0,A81,249.55,06:49,2017-06-14
2G,1654,BTK,2936,OVB,4078,,0,A81,1116.5,08:50,2017-07-16
2G,1654,BTK,2936,OVB,4078,,0,A81,1227.48,19:09,2017-04-29
2G,1654,CEK,2968,OVB,4078,,0,A81,1476.08,05:26,2017-03-20
2G,1654,CEK,2968,OVB,4078,,0,A81,1248.87,23:22,2017-03-04
2G,1654,CEK,2968,OVB,4078,,0,A81,1013.36,08:30,2016-11-04
2G,1654,CEK,2968,OVB,4078,,0,A81,267.34,18:11,2017-03-15
2G,1654,CEK,2968,OVB,4078,,0,A81,765.09,15:28,2017-06-15
2G,1654,HTA,2935,IKT,2937,,0,AN4,1489.14,22:19,2017-04-20
2G,1654,HTA,2935,IKT,2937,,0,AN4,819.41,12:46,2017-03-15
2G,1654,HTA,2935,IKT,2937,,0,AN4,1439.11,02:22,2017-08-24
2G,1654,HTA,2935,IKT,2937,,0,AN4,855.73,10:55,2017-05-27
2G,1654,HTA,2935,IKT,2937,,0,AN4,1308.87,04:04,2017-08-21
2G,1654,IKT,2937,BTK,2936,,0,A81,230.54,22:08,2017-09-24
2G,1654,IKT,2937,BTK,2936,,0,A81,438.9,02:45,2017-09-18
2G,1654,IKT,2937,BTK,2936,,0,A81,834.49,01:30,2017-05-24
2G,1654,IKT,2937,BTK,2936,,0,A81,1410.84,08:04,2016-11-12
2G,1654,IKT,2937,BTK,2936,,0,A81,690.7,02:02,2017-04-17
2G,1654,IKT,2937,HTA,2935,,0,AN4,1144.64,16:05,2016-11-24
2G,1654,IKT,2937,HTA,2935,,0,AN4,1132.27,01:44,2017-10-19
2G,1654,IKT,2937,HTA,2935,,0,AN4,1439.64,11:20,2016-12-09
2G,1654,IKT,2937,HTA,2935,,0,AN4,1397.37,04:02,2017-01-12
2G,1654,IKT,2937,HTA,2935,,0,AN4,1043.79,22:57,2016-12-03
2G,1654,IKT,2937,KCK,\N,,0,AN4,1232.89,10:13,2017-09-07
2G,1654,IKT,2937,KCK,\N,,0,AN4,1319.91,05:34,2017-04-30
2G,1654,IKT,2937,KCK,\N,,0,AN4,469.02,01:55,2017-09-21
2G,1654,IKT,2937,KCK,\N,,0,AN4,327.07,10:18,2017-07-21
2G,1654,IKT,2937,KCK,\N,,0,AN4,461.75,17:21,2016-12-22
2G,1654,IKT,2937,ODO,8944,,0,AN4,993.27,17:35,2016-11-01
2G,1654,IKT,2937,ODO,8944,,0,AN4,808.73,22:16,2017-05-26
2G,1654,IKT,2937,ODO,8944,,0,AN4,1339.99,16:48,2017-05-24
2G,1654,IKT,2937,ODO,8944,,0,AN4,998.79,08:28,2017-09-03
2G,1654,IKT,2937,ODO,8944,,0,AN4,787.88,07:17,2017-03-25
2G,1654,IKT,2937,OVB,4078,,0,A81,1462.39,21:54,2017-09-09
2G,1654,IKT,2937,OVB,4078,,0,A81,1412.99,18:09,2017-08-02
2G,1654,IKT,2937,OVB,4078,,0,A81,540.86,23:53,2017-05-08
2G,1654,IKT,2937,OVB,4078,,0,A81,342.9,20:46,2017-08-10
2G,1654,IKT,2937,OVB,4078,,0,A81,291.34,07:21,2017-02-27
2G,1654,IKT,2937,UKX,6924,,0,AN4,261.95,22:40,2017-01-06
2G,1654,IKT,2937,UKX,6924,,0,AN4,1384.91,12:17,2017-01-25
2G,1654,IKT,2937,UKX,6924,,0,AN4,796.18,19:51,2017-10-14
2G,1654,IKT,2937,UKX,6924,,0,AN4,954.86,21:09,2016-11-17
2G,1654,IKT,2937,UKX,6924,,0,AN4,484.32,19:37,2016-11-25
2G,1654,IKT,2937,ULK,9026,,0,AN4,984.68,11:32,2017-06-29
2G,1654,IKT,2937,ULK,9026,,0,AN4,473.75,07:42,2017-09-17
2G,1654,IKT,2937,ULK,9026,,0,AN4,471.2,17:32,2017-09-01
2G,1654,IKT,2937,ULK,9026,,0,AN4,431.32,11:12,2017-07-23
2G,1654,IKT,2937,ULK,9026,,0,AN4,497.72,19:13,2017-08-31
2G,1654,IKT,2937,YKS,2923,,0,A81,274.42,07:12,2017-04-18
2G,1654,IKT,2937,YKS,2923,,0,A81,1463.48,03:53,2017-09-06
2G,1654,IKT,2937,YKS,2923,,0,A81,503.71,06:11,2017-06-06
2G,1654,IKT,2937,YKS,2923,,0,A81,1233.33,17:44,2016-12-02
2G,1654,IKT,2937,YKS,2923,,0,A81,1142.57,00:04,2017-10-04
2G,1654,KCK,\N,IKT,2937,,0,AN4,594.36,19:48,2017-04-20
2G,1654,KCK,\N,IKT,2937,,0,AN4,1236.24,18:16,2017-09-12
2G,1654,KCK,\N,IKT,2937,,0,AN4,738.78,08:57,2017-02-01
2G,1654,KCK,\N,IKT,2937,,0,AN4,1009.84,16:59,2017-09-10
2G,1654,KCK,\N,IKT,2937,,0,AN4,569.37,05:11,2017-07-05
2G,1654,MJZ,2925,OVB,4078,,0,A81,1013.23,15:14,2016-11-06
2G,1654,MJZ,2925,OVB,4078,,0,A81,1091.52,15:22,2017-08-03
2G,1654,MJZ,2925,OVB,4078,,0,A81,1025.87,19:12,2017-10-04
2G,1654,MJZ,2925,OVB,4078,,0,A81,956.62,02:53,2017-05-07
2G,1654,MJZ,2925,OVB,4078,,0,A81,1265.45,06:35,2017-03-24
2G,1654,ODO,8944,IKT,2937,,0,AN4,827.86,18:09,2017-07-24
2G,1654,ODO,8944,IKT,2937,,0,AN4,322.05,11:59,2016-10-28
2G,1654,ODO,8944,IKT,2937,,0,AN4,1389.84,07:00,2017-01-15
2G,1654,ODO,8944,IKT,2937,,0,AN4,277.83,12:18,2017-07-05
2G,1654,ODO,8944,IKT,2937,,0,AN4,1294.58,07:06,2017-03-22
2G,1654,OVB,4078,BTK,2936,,0,A81,270.64,23:48,2017-01-16
2G,1654,OVB,4078,BTK,2936,,0,A81,397.96,09:40,2017-03-01
2G,1654,OVB,4078,BTK,2936,,0,A81,397.87,03:49,2017-08-07
2G,1654,OVB,4078,BTK,2936,,0,A81,1209.56,01:38,2017-05-08
2G,1654,OVB,4078,BTK,2936,,0,A81,749.85,10:12,2017-05-08
2G,1654,OVB,4078,CEK,2968,,0,A81,267.11,07:06,2017-01-31
2G,1654,OVB,4078,CEK,2968,,0,A81,449.04,00:13,2017-03-15
2G,1654,OVB,4078,CEK,2968,,0,A81,1017.28,05:31,2017-06-16
2G,1654,OVB,4078,CEK,2968,,0,A81,966.19,14:28,2016-11-07
2G,1654,OVB,4078,CEK,2968,,0,A81,711.16,08:08,2017-05-16
2G,1654,OVB,4078,IKT,2937,,0,A81,1158.5,13:42,2017-10-17
2G,1654,OVB,4078,IKT,2937,,0,A81,1121.75,08:27,2016-10-28
2G,1654,OVB,4078,IKT,2937,,0,A81,371.8,05:03,2017-10-18
2G,1654,OVB,4078,IKT,2937,,0,A81,1167.24,00:39,2017-02-11
2G,1654,OVB,4078,IKT,2937,,0,A81,1301.96,06:50,2017-10-05
2G,1654,UKX,6924,IKT,2937,,0,AN4,1086.93,07:44,2016-10-26
2G,1654,UKX,6924,IKT,2937,,0,AN4,1192.1,01:36,2016-12-17
2G,1654,UKX,6924,IKT,2937,,0,AN4,721.75,12:55,2017-04-06
2G,1654,UKX,6924,IKT,2937,,0,AN4,698.46,11:12,2017-04-15
2G,1654,UKX,6924,IKT,2937,,0,AN4,1133.09,09:27,2016-12-15
2G,1654,ULK,9026,IKT,2937,,0,AN4,1250.2,08:55,2017-08-22
2G,1654,ULK,9026,IKT,2937,,0,AN4,1140.32,00:03,2017-03-20
2G,1654,ULK,9026,IKT,2937,,0,AN4,1061.4,17:30,2017-01-02
2G,1654,ULK,9026,IKT,2937,,0,AN4,316.22,19:25,2016-11-02
2G,1654,ULK,9026,IKT,2937,,0,AN4,1155.29,12:23,2017-08-20
2G,1654,YKS,2923,IKT,2937,,0,A81,533.62,15:13,2017-03-13
2G,1654,YKS,2923,IKT,2937,,0,A81,331.35,05:16,2016-11-02
2G,1654,YKS,2923,IKT,2937,,0,A81,1264.09,00:15,2017-01-19
2G,1654,YKS,2923,IKT,2937,,0,A81,1449.4,03:35,2017-10-23
2G,1654,YKS,2923,IKT,2937,,0,A81,387.94,09:09,2016-12-01
2I,8359,AYP,2786,LIM,2789,,0,142,1210.88,14:34,2017-08-06
2I,8359,AYP,2786,LIM,2789,,0,142,759.18,17:27,2016-12-20
2I,8359,AYP,2786,LIM,2789,,0,142,425.52,06:55,2016-12-24
2I,8359,AYP,2786,LIM,2789,,0,142,435.93,01:34,2017-07-22
2I,8359,AYP,2786,LIM,2789,,0,142,975.13,22:50,2017-03-06
2I,8359,CUZ,2812,LIM,2789,,0,142 141,958.92,12:54,2016-12-03
2I,8359,CUZ,2812,LIM,2789,,0,142 141,877.85,17:47,2017-02-03
2I,8359,CUZ,2812,LIM,2789,,0,142 141,1412.9,23:23,2016-11-25
2I,8359,CUZ,2812,LIM,2789,,0,142 141,1237.44,22:38,2017-06-23
2I,8359,CUZ,2812,LIM,2789,,0,142 141,226.36,10:27,2017-06-23
2I,8359,CUZ,2812,PEM,2808,,0,142,985.96,12:23,2016-11-01
2I,8359,CUZ,2812,PEM,2808,,0,142,498.53,19:44,2017-03-14
2I,8359,CUZ,2812,PEM,2808,,0,142,811.1,21:00,2017-03-16
2I,8359,CUZ,2812,PEM,2808,,0,142,1147.63,17:29,2017-08-16
2I,8359,CUZ,2812,PEM,2808,,0,142,266.61,19:40,2016-11-22
2I,8359,HUU,6067,LIM,2789,,0,141,477.13,16:44,2017-06-26
2I,8359,HUU,6067,LIM,2789,,0,141,1096.18,23:12,2017-02-04
2I,8359,HUU,6067,LIM,2789,,0,141,1379.5,19:19,2017-06-26
2I,8359,HUU,6067,LIM,2789,,0,141,965.06,16:58,2017-06-27
2I,8359,HUU,6067,LIM,2789,,0,141,406.31,16:39,2017-03-03
