Airport ID,Airport Name,Airport City,Airport Country
2637,Vilhena,Vilhena,Brazil
2638,Goiabeiras,Vitoria,Brazil
2639,Iauarete,Iauarete,Brazil
2640,Campo Fontenelle,Piracununga,Brazil
2641,Chacalluta,Arica,Chile
2642,Balmaceda,Balmaceda,Chile
2643,El Bosque,Santiago,Chile
2644,Chile Chico,Chile Chico,Chile
2645,El Loa,Calama,Chile
2646,General Bernardo O Higgins,Chillan,Chile
2647,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile
2648,Teniente Vidal,Coyhaique,Chile
2649,Diego Aracena Intl,Iquique,Chile
2650,Arturo Merino Benitez Intl,Santiago,Chile
2651,Cerro Moreno Intl,Antofagasta,Chile
2652,Capitan Fuentes Martinez,Porvenir,Chile
2653,Futaleufu,Futaleufu,Chile
2654,Maria Dolores,Los Angeles,Chile
2655,Guardiamarina Zanartu,Puerto Williams,Chile
2656,Carriel Sur Intl,Concepcion,Chile
2657,Mataveri Intl,Easter Island,Chile
2658,Canal Bajo Carlos Hott Siebert,Osorno,Chile
2659,Vallenar,Vallenar,Chile
2660,De La Independencia,Rancagua,Chile
2661,Teniente Rodolfo Marsh Martin,Isla Rey Jorge,Antarctica
2662,La Florida,La Serena,Chile
2663,Eulogio Sanchez,Santiago,Chile
2664,Maquehue,Temuco,Chile
2665,El Tepual Intl,Puerto Montt,Chile
2666,Chaiten,Chaiten,Chile
2667,Pichoy,Valdivia,Chile
2668,Chachoan,Ambato,Ecuador
2669,Hacienda Clementina,Clementia,Ecuador
2670,Francisco De Orellana,Coca,Ecuador
2671,Mariscal Lamar,Cuenca,Ecuador
2672,Seymour,Galapagos,Ecuador
2673,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador
2674,Gualaquiza,Gualaquiza,Ecuador
2675,Atahualpa,Ibarra,Ecuador
2676,Km 192,Km-192,Ecuador
2677,Hacienda La Julia,La Julia,Ecuador
2678,Cotopaxi Intl,Latacunga,Ecuador
2679,Jose Maria Velasco Ibarra,Macara,Ecuador
2680,Coronel E Carvajal,Macas,Ecuador
2681,General Manuel Serrano,Machala,Ecuador
2682,Montalvo,Montalvo,Ecuador
2683,Eloy Alfaro Intl,Manta,Ecuador
2684,Maragrosa,Maragrosa,Ecuador
2685,Amable Calle Gutierrez,Pasaje,Ecuador
2686,Reales Tamarindos,Portoviejo,Ecuador
2687,Quevedo,Quevedo,Ecuador
2688,Mariscal Sucre Intl,Quito,Ecuador
2689,Chimborazo,Riobamba,Ecuador
2690,Coronel Artilleria Victor Larrea,Santa Rosa,Ecuador
2691,General Ulpiano Paez,Salinas,Ecuador
2692,Santo Domingo Los Colorados,Santo Domingo,Ecuador
2694,Taura,Taura,Ecuador
2695,Mayor Galo Torres,Tena,Ecuador
2696,Tarapoa,Tarapoa,Ecuador
2697,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador
2699,Silvio Pettirossi Intl,Asuncion,Paraguay
2700,Juan De Ayolas,Ayolas,Paraguay
2701,Teniente Col Carmelo Peralta,Conception,Paraguay
2702,Itaipu,Itaipu,Paraguay
2703,Dr Luis Maria Argana Intl,Mariscal Estigarribia,Paraguay
2704,Carlos Miguel Gimenez,Pilar,Paraguay
2705,El Eden,Armenia,Colombia
2706,Tres De Mayo,Puerto Asis,Colombia
2707,Las Flores,El Banco,Colombia
2708,Palonegro,Bucaramanga,Colombia
2709,Eldorado Intl,Bogota,Colombia
2710,Ernesto Cortissoz,Barranquilla,Colombia
2711,Jose Celestino Mutis,Bahia Solano,Colombia
2712,Gerardo Tobar Lopez,Buenaventura,Colombia
2713,Camilo Daza,Cucuta,Colombia
2714,Rafael Nunez,Cartagena,Colombia
2715,Alfonso Bonilla Aragon Intl,Cali,Colombia
2716,La Florida,Tumaco,Colombia
2717,Las Brujas,Corozal,Colombia
2718,Yariguies,Barrancabermeja,Colombia
2719,Gustavo Artunduaga Paredes,Florencia,Colombia
2720,Santiago Vila,Girardot,Colombia
2722,Juan Casiano,Guapi,Colombia
2723,Guaymaral,Guaymaral,Colombia
2724,Perales,Ibague,Colombia
2725,San Luis,Ipiales,Colombia
2726,Antonio Roldan Betancourt,Carepa,Colombia
2727,La Mina,La Mina,Colombia
2728,Alfredo Vasquez Cobo,Leticia,Colombia
2729,Olaya Herrera,Medellin,Colombia
2730,Baracoa,Magangue,Colombia
2731,Los Garzones,Monteria,Colombia
2732,Fabio Alberto Leon Bentley,Mitu,Colombia
2733,La Nubia,Manizales,Colombia
2734,Benito Salas,Neiva,Colombia
2735,Aguas Claras,Ocana,Colombia
2736,Otu,Otu,Colombia
2737,Puerto Bolivar,Puerto Bolivar,Colombia
2738,Puerto Carreno,Puerto Carreno,Colombia
2739,Matecana,Pereira,Colombia
2740,Pitalito,Pitalito,Colombia
2741,Guillermo Leon Valencia,Popayan,Colombia
2742,Antonio Narino,Pasto,Colombia
2743,El Embrujo,Providencia,Colombia
2744,Mariquita,Mariquita,Colombia
2745,Jose Maria Cordova,Rio Negro,Colombia
2746,Almirante Padilla,Rio Hacha,Colombia
2747,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia
2748,Simon Bolivar,Santa Marta,Colombia
2749,Gustavo Rojas Pinilla,San Andres Island,Colombia
2750,Eduardo Falla Solano,San Vincente De Caguan,Colombia
2751,Tame,Tame,Colombia
2752,Santiago Perez,Arauca,Colombia
2753,El Carano,Quibdo,Colombia
2754,Farfan,Tulua,Colombia
2755,Alfonso Lopez Pumarejo,Valledupar,Colombia
2756,Vanguardia,Villavicencio,Colombia
2758,Bermejo,Bermejo,Bolivia
2759,Jorge Wilsterman,Cochabamba,Bolivia
2760,Chimore,Chapacura,Bolivia
2761,Heroes Del Acre,Cobija,Bolivia
2762,El Alto Intl,La Paz,Bolivia
2763,Juan Mendoza,Oruro,Bolivia
2764,Capitan Nicolas Rojas,Potosi,Bolivia
2765,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia
2766,Santa Ana Del Yacuma,Santa Ana,Bolivia
2767,Juana Azurduy De Padilla,Sucre,Bolivia
2768,Capitan Oriel Lea Plaza,Tarija,Bolivia
2769,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia
2770,Tcnl Rafael Pabon,Villa Montes,Bolivia
2771,Viru Viru Intl,Santa Cruz,Bolivia
2772,Yacuiba,Yacuiba,Bolivia
2773,Johan A Pengel Intl,Zandery,Suriname
2774,Rochambeau,Cayenne,French Guiana
2775,St Georges De L Oyapock,St.-georges Oyapock,French Guiana
2776,Huancabamba,Huancabamba,Peru
2777,Alferez Vladimir Sara Bauer,Andoas,Peru
2778,Atalaya,Atalaya,Peru
2780,Iberia,Iberia,Peru
2781,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru
2782,Teniente Jaime A De Montreuil Morales,Chimbote,Peru
2783,Puerto Esperanza,Puerto Esperanza,Peru
2784,Cesar Torke Podesta,Moquegua,Peru
2785,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru
2786,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru
2787,Andahuaylas,Andahuaylas,Peru
2788,Comandante Fap German Arias Graziani,Anta,Peru
2789,Jorge Chavez Intl,Lima,Peru
2790,Juanjui,Juanjui,Peru
2791,Francisco Carle,Jauja,Peru
2792,Juliaca,Juliaca,Peru
2794,Ilo,Ilo,Peru
2795,Las Palmas,Las Palmas,Peru
2796,Pedro Canga,Tumbes,Peru
2797,Moises Benzaquen Rengifo,Yurimaguas,Peru
2799,Collique,Collique,Peru
2800,Chachapoyas,Chachapoyas,Peru
2801,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru
2802,Rodriguez Ballon,Arequipa,Peru
2803,San Ramon,San Ramon,Peru
2804,Capitan Carlos Martinez De Pinillos,Trujillo,Peru
2805,Pisco Intl,Pisco,Peru
2806,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru
2807,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru
2808,Padre Aldamiz,Puerto Maldonado,Peru
2809,Capitan Fap Guillermo Concha Iberico,Piura,Peru
2810,Capitan Montes,Talara,Peru
2812,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru
2813,Angel S Adami,Montevideo,Uruguay
2814,Santa Bernardina Intl,Durazno,Uruguay
2816,Carrasco Intl,Montevideo,Uruguay
2817,Nueva Hesperides Intl,Salto,Uruguay
2818,Oswaldo Guevara Mujica,Acarigua,Venezuela
2819,Anaco,Anaco,Venezuela
2820,San Fernando De Atabapo,San Fernando Deatabapo,Venezuela
2821,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela
2822,Barinas,Barinas,Venezuela
2823,El Libertador Ab,Maracaibo,Venezuela
2824,Barquisimeto Intl,Barquisimeto,Venezuela
2826,Ciudad Bolivar,Ciudad Bolivar,Venezuela
2827,Caicara Del Orinoco,Caicara De Orinoco,Venezuela
2828,San Carlos,San Carlos,Venezuela
2829,Calabozo,Calabozo,Venezuela
2830,Canaima,Canaima,Venezuela
2831,Carora,Carora,Venezuela
2832,General Jose Francisco Bermudez,Carupano,Venezuela
2833,Jose Leonardo Chirinos,Coro,Venezuela
2834,Oscar Machado Zuloaga,Caracas,Venezuela
2835,Antonio Jose De Sucre,Cumana,Venezuela
2836,Capitan Manuel Rios Guarico Airbase,Carrizal,Venezuela
2837,El Dorado,El Dorado,Venezuela
2838,Elorza,Elorza,Venezuela
2839,Guasdualito,Guasdualito,Venezuela
2840,Guiria,Guiria,Venezuela
2841,Guanare,Guanare,Venezuela
2842,Higuerote,Higuerote,Venezuela
2843,Andres Miguel Salazar Marcano,Isla De Coche,Venezuela
2844,Josefa Camejo,Paraguana,Venezuela
2845,San Juan De Los Morros,San Juan De Los Morros,Venezuela
2846,La Fria,La Fria,Venezuela
2847,La Orchila,La Orchila,Venezuela
2848,La Chinita Intl,Maracaibo,Venezuela
2849,Alberto Carnevalli,Merida,Venezuela
2850,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela
2851,Simon Bolivar Intl,Caracas,Venezuela
2852,Maturin,Maturin,Venezuela
2853,Casique Aramare,Puerto Ayacucho,Venezuela
2854,General Bartolome Salom Intl,Puerto Cabello,Venezuela
2855,Paramillo,San Cristobal,Venezuela
2856,General Manuel Carlos Piar,Guayana,Venezuela
2857,Palmarito,Palmarito,Venezuela
2858,San Antonio Del Tachira,San Antonio,Venezuela
2859,Santa Barbara De Barinas,Santa Barbara,Venezuela
2860,Santa Elena De Uairen,Santa Ana De Uairen,Venezuela
2861,Mayor Buenaventura Vivas,Santo Domingo,Venezuela
2862,Sub Teniente Nestor Arias,San Felipe,Venezuela
2863,San Fernando De Apure,San Fernando De Apure,Venezuela
2864,San Tome,San Tome,Venezuela
2865,Santa Barbara Del Zulia,Santa Barbara,Venezuela
2866,Tucupita,Tucupita,Venezuela
2867,Tumeremo,Tumeremo,Venezuela
2868,Arturo Michelena Intl,Valencia,Venezuela
2870,Dr Antonio Nicolas Briceno,Valera,Venezuela
2871,Valle De La Pascua,Valle De La Pascua,Venezuela
2872,Linden,Linden,Guyana
2873,Lethem,Lethem,Guyana
2874,V C Bird Intl,Antigua,Antigua and Barbuda
2875,Grantley Adams Intl,Bridgetown,Barbados
2876,Canefield,Canefield,Dominica
2877,Melville Hall,Dominica,Dominica
2878,Le Lamentin,Fort-de-france,Martinique
2879,Grand Case,St. Martin,Guadeloupe
2881,Le Raizet,Pointe-a-pitre,Guadeloupe
2882,Point Salines Intl,Point Salines,Grenada
2883,Cyril E King,St. Thomas,Virgin Islands
2884,Henry E Rohlsen,St. Croix Island,Virgin Islands
2885,Rafael Hernandez,Aguadilla,Puerto Rico
2886,Diego Jimenez Torres,Fajardo,Puerto Rico
2887,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico
2888,Eugenio Maria De Hostos,Mayaguez,Puerto Rico
2889,Mercedita,Ponce,Puerto Rico
2890,Luis Munoz Marin Intl,San Juan,Puerto Rico
2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis
2893,George F L Charles,Castries,Saint Lucia
2894,Hewanorra Intl,Hewandorra,Saint Lucia
2895,Reina Beatrix Intl,Oranjestad,Aruba
2896,Flamingo,Kralendijk,Netherlands Antilles
2897,Hato,Willemstad,Netherlands Antilles
2898,F D Roosevelt,Oranjestad,Netherlands Antilles
2899,Princess Juliana Intl,Philipsburg,Netherlands Antilles
2900,Wallblake,The Valley,Anguilla
2901,Crown Point,Scarborough,Trinidad and Tobago
2902,Piarco,Port-of-spain,Trinidad and Tobago
2903,Terrance B Lettsome Intl,Tortola,British Virgin Islands
2905,Canouan,Canouan Island,Saint Vincent and the Grenadines
2906,Mustique,Mustique,Saint Vincent and the Grenadines
2907,E T Joshua,Kingstown,Saint Vincent and the Grenadines
2908,Almaty,Alma-ata,Kazakhstan
2909,Balkhash,Balkhash,Kazakhstan
2910,Astana Intl,Tselinograd,Kazakhstan
2911,Taraz,Dzhambul,Kazakhstan
2912,Manas,Bishkek,Kyrgyzstan
2913,Osh,Osh,Kyrgyzstan
2914,Shymkent,Chimkent,Kazakhstan
2916,Uralsk,Uralsk,Kazakhstan
2917,Pavlodar,Pavlodar,Kazakhstan
2918,Semipalatinsk,Semiplatinsk,Kazakhstan
2919,Aktau,Shevchenko,Kazakhstan
2920,Aktyubinsk,Aktyubinsk,Kazakhstan
2922,Heydar Aliyev,Baku,Azerbaijan
2923,Yakutsk,Yakutsk,Russia
2925,Mirny,Mirnyj,Russia
2926,Ignatyevo,Blagoveschensk,Russia
2927,Novy,Khabarovsk,Russia
2929,Provideniya Bay,Provideniya Bay,Russia
2930,Sokol,Magadan,Russia
2931,Pevek,Pevek,Russia
2932,Yelizovo,Petropavlovsk,Russia
2933,Khomutovo,Yuzhno-sakhalinsk,Russia
2934,Knevichi,Vladivostok,Russia
2935,Kadala,Chita,Russia
2936,Bratsk,Bratsk,Russia
2937,Irkutsk,Irkutsk,Russia
2938,Mukhino,Ulan-ude,Russia
2939,Boryspil Intl,Kiev,Ukraine
2940,Donetsk Intl,Donetsk,Ukraine
2941,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine
2942,Simferopol Intl,Simferopol,Ukraine
2944,Zhuliany Intl,Kiev,Ukraine
2945,Lviv Intl,Lvov,Ukraine
2947,Odesa Intl,Odessa,Ukraine
2948,Pulkovo,St. Petersburg,Russia
2949,Murmansk,Murmansk,Russia
2950,Gomel,Gomel,Belarus
2951,Vitebsk,Vitebsk,Belarus
2952,Khrabrovo,Kaliningrad,Russia
2953,Minsk 1,Minsk,Belarus
2954,Minsk 2,Minsk 2,Belarus
2955,Abakan,Abakan,Russia
2956,Barnaul,Barnaul,Russia
2957,Kemerovo,Kemorovo,Russia
2958,Omsk,Omsk,Russia
2960,Pashkovskiy,Krasnodar,Russia
2961,Uytash,Makhachkala,Russia
2962,Mineralnyye Vody,Mineralnye Vody,Russia
2963,Shpakovskoye,Stavropol,Russia
2964,Rostov Na Donu,Rostov,Russia
2965,Sochi,Sochi,Russia
2966,Astrakhan,Astrakhan,Russia
2967,Gumrak,Volgograd,Russia
2968,Balandino,Chelyabinsk,Russia
2969,Magnitogorsk,Magnetiogorsk,Russia
2972,Nizhnevartovsk,Nizhnevartovsk,Russia
2973,Bolshoye Savino,Perm,Russia
2974,Surgut,Surgut,Russia
2975,Koltsovo,Yekaterinburg,Russia
2976,Ashgabat,Ashkhabad,Turkmenistan
2977,Turkmenbashi,Krasnovodsk,Turkmenistan
2978,Turkmenabat,Chardzhou,Turkmenistan
2979,Dushanbe,Dushanbe,Tajikistan
2980,Bukhara,Bukhara,Uzbekistan
2981,Samarkand,Samarkand,Uzbekistan
2983,Yuzhny,Tashkent,Uzbekistan
2984,Bryansk,Bryansk,Russia
2985,Sheremetyevo,Moscow,Russia
2986,Migalovo,Tver,Russia
2987,Chertovitskoye,Voronezh,Russia
2988,Vnukovo,Moscow,Russia
2989,Syktyvkar,Syktyvkar,Russia
2990,Kazan,Kazan,Russia
2991,Orenburg,Orenburg,Russia
2992,Ufa,Ufa,Russia
2993,Kurumoch,Samara,Russia
2994,Ahmedabad,Ahmedabad,India
2995,Akola,Akola,India
2996,Aurangabad,Aurangabad,India
2997,Chhatrapati Shivaji Intl,Mumbai,India
2998,Bilaspur,Bilaspur,India
2999,Bhuj,Bhuj,India
3000,Belgaum,Belgaum,India
3001,Vadodara,Baroda,India
3002,Bhopal,Bhopal,India
3003,Bhavnagar,Bhaunagar,India
3004,Daman,Daman,India
3005,Deesa,Deesa,India
3006,Guna,Guna,India
3007,Goa,Goa,India
3008,Devi Ahilyabai Holkar,Indore,India
3009,Jabalpur,Jabalpur,India
3010,Jamnagar,Jamnagar,India
3011,Kandla,Kandla,India
3012,Khajuraho,Khajuraho,India
3013,Kolhapur,Kolhapur,India
3014,Keshod,Keshod,India
3015,Dr Ambedkar Intl,Nagpur,India
3016,Nasik Road,Nasik Road,India
3017,Pune,Pune,India
3018,Porbandar,Porbandar,India
3019,Rajkot,Rajkot,India
3020,Raipur,Raipur,India
3021,Sholapur,Sholapur,India
3022,Surat,Surat,India
3023,Udaipur,Udaipur,India
3024,Bandaranaike Intl Colombo,Colombo,Sri Lanka
3025,Anuradhapura,Anuradhapura,Sri Lanka
3026,Batticaloa,Batticaloa,Sri Lanka
3027,Colombo Ratmalana,Colombo,Sri Lanka
3028,Amparai,Galoya,Sri Lanka
3029,Kankesanturai,Jaffna,Sri Lanka
3030,China Bay,Trinciomalee,Sri Lanka
3033,Kampong Chhnang,Kompong Chnang,Cambodia
3034,Phnom Penh Intl,Phnom-penh,Cambodia
3035,Siem Reap,Siem-reap,Cambodia
3036,Stung Treng,Stung Treng,Cambodia
3037,Along,Along,India
3038,Agartala,Agartala,India
3039,Aizawl,Aizwal,India
3040,Bagdogra,Baghdogra,India
3041,Bokaro,Bokaro,India
3042,Bhubaneshwar,Bhubaneswar,India
3043,Netaji Subhash Chandra Bose Intl,Kolkata,India
3044,Cooch Behar,Cooch-behar,India
3045,Dhanbad,Dhanbad,India
3048,Gaya,Gaya,India
3049,Hirakud,Hirakud,India
3050,Imphal,Imphal,India
3051,Jharsuguda,Jharsuguda,India
3052,Jamshedpur,Jamshedpur,India
3053,Jorhat,Jorhat,India
3054,Kailashahar,Kailashahar,India
3055,Silchar,Silchar,India
3056,Lilabari,Lilabari,India
3057,Dibrugarh,Mohanbari,India
3058,Muzaffarpur,Mazuffarpur,India
3059,Nawapara,Nawapara,India
3060,Panagarh,Panagarh,India
3061,Patna,Patina,India
3062,Purnea,Purnea,India
3063,Birsa Munda,Ranchi,India
3064,Rourkela,Rourkela,India
3065,Utkela,Utkela,India
3066,Vishakhapatnam,Vishakhapatnam,India
3067,Zero,Zero,India
3068,Coxs Bazar,Cox's Bazar,Bangladesh
3069,Shah Amanat Intl,Chittagong,Bangladesh
3070,Ishurdi,Ishurdi,Bangladesh
3071,Jessore,Jessore,Bangladesh
3072,Shah Mokhdum,Rajshahi,Bangladesh
3073,Saidpur,Saidpur,Bangladesh
3074,Osmany Intl,Sylhet Osmani,Bangladesh
3075,Tejgaon,Dhaka,Bangladesh
3076,Zia Intl,Dhaka,Bangladesh
3077,Hong Kong Intl,Hong Kong,Hong Kong
3078,Sek Kong,Sek Kong,Hong Kong
3079,Agra,Agra,India
3080,Allahabad,Allahabad,India
3081,Amritsar,Amritsar,India
3082,Nal,Bikaner,India
3083,Bakshi Ka Talab,Bakshi Ka Talab,India
3084,Varanasi,Varanasi,India
3085,Kullu Manali,Kulu,India
3086,Bhatinda,Bhatinda,India
3087,Bhiwani,Bhiwani,India
3088,Bareilly,Bareilly,India
3089,Chandigarh,Chandigarh,India
3090,Kanpur Chakeri,Kanpur,India
3091,Safdarjung,Delhi,India
3092,Dehradun,Dehra Dun,India
3093,Indira Gandhi Intl,Delhi,India
3094,Gwalior,Gwalior,India
3095,Hissar,Hissar,India
3096,Jhansi,Jhansi,India
3097,Jodhpur,Jodhpur,India
3098,Jaipur,Jaipur,India
3099,Jaisalmer,Jaisalmer,India
3100,Jammu,Jammu,India
3101,Kanpur,Kanpur,India
3102,Kota,Kota,India
3103,Ludhiana,Ludhiaha,India
3104,Leh,Leh,India
3105,Lucknow,Lucknow,India
3106,Pathankot,Pathankot,India
3107,Patiala,Patiala,India
3108,Pantnagar,Nainital,India
3109,Fursatganj,Raibarelli,India
3111,Sarsawa,Saharanpur,India
3112,Srinagar,Srinagar,India
3113,Satna,Satna,India
3115,Luang Phabang Intl,Luang Prabang,Laos
3116,Pakse,Pakse,Laos
3117,Phonesavanh,Phong Savanh,Laos
3118,Savannakhet,Savannakhet,Laos
3119,Sam Neua,Sam Neua,Laos
3120,Wattay Intl,Vientiane,Laos
3121,Macau Intl,Macau,Macau
3122,Bhairahawa,Bhairawa,Nepal
3124,Janakpur,Janakpur,Nepal
3125,Tribhuvan Intl,Kathmandu,Nepal
3127,Pokhara,Pokhara,Nepal
3128,Simara,Simara,Nepal
3129,Biratnagar,Biratnagar,Nepal
3130,Agatti,Agatti Island,India
3131,Bangalore,Bangalore,India
3132,Bellary,Bellary,India
3133,Bidar,Bidar,India
3134,Vijayawada,Vijayawada,India
3135,Coimbatore,Coimbatore,India
3136,Cochin,Kochi,India
3137,Calicut,Calicut,India
3138,Cuddapah,Cuddapah,India
3139,Carnicobar,Carnicobar,India
3140,Dundigul,Dundigul,India
3141,Hyderabad,Hyderabad,India
3142,Madurai,Madurai,India
3143,Mangalore,Mangalore,India
3144,Chennai Intl,Madras,India
3145,Nagarjuna Sagar,Nagarjunsagar,India
3146,Port Blair,Port Blair,India
3147,Pondicherry,Pendicherry,India
3148,Rajahmundry,Rajahmundry,India
3149,Salem,Salem,India
3150,Tanjore,Tanjore,India
3151,Tirupati,Tirupeti,India
3152,Trichy,Tiruchirappalli,India
3153,Thiruvananthapuram Intl,Trivandrum,India
3154,Tambaram,Tambaram,India
3155,Paro,Thimphu,Bhutan
3156,Male Intl,Male,Maldives
3157,Don Muang Intl,Bangkok,Thailand
3158,Kamphaeng Saen,Nakhon Pathom,Thailand
3159,Khok Kathiam,Lop Buri,Thailand
3161,U Taphao Intl,Pattaya,Thailand
3162,Watthana Nakhon,Prachin Buri,Thailand
3163,Lampang,Lampang,Thailand
3164,Phrae,Phrae,Thailand
3165,Hua Hin,Prachuap Khiri Khan,Thailand
3166,Takhli,Nakhon Sawan,Thailand
3167,Sak Long,Phetchabun,Thailand
3169,Nakhon Sawan,Nakhon Sawan,Thailand
3170,Phitsanulok,Phitsanulok,Thailand
3171,Khunan Phumipol,Tak,Thailand
3172,Khoun Khan,Satun,Thailand
3173,Narathiwat,Narathiwat,Thailand
3174,Krabi,Krabi,Thailand
3175,Songkhla,Songkhla,Thailand
3176,Pattani,Pattani,Thailand
3177,Samui,Ko Samui,Thailand
3178,Cha Ian,Nakhon Si Thammarat,Thailand
3179,Phuket Intl,Phuket,Thailand
3180,Ranong,Ranong,Thailand
3181,Hat Yai Intl,Hat Yai,Thailand
3182,Trang,Trang,Thailand
3183,Udon Thani,Udon Thani,Thailand
3184,Sakon Nakhon,Sakon Nakhon,Thailand
3185,Surin,Surin,Thailand
3186,Loei,Loei,Thailand
3187,Khorat,Nakhon Ratchasima,Thailand
3188,Rob Muang,Roi Et,Thailand
3196,Danang Intl,Danang,Vietnam
3197,Hanoi Gia Lam,Hanoi,Vietnam
3198,Kep,Kep,Vietnam
3199,Noibai Intl,Hanoi,Vietnam
3200,Nhatrang,Nhatrang,Vietnam
3201,Phubai,Hue,Vietnam
3204,Phu Quoc,Phuquoc,Vietnam
3205,Tansonnhat Intl,Ho Chi Minh City,Vietnam
3207,Ann,Ann,Burma
3208,Anisakan,Anisakan,Burma
3209,Bagan,Bagan,Burma
3211,Coco Island,Coco Island,Burma
3213,Heho,Heho,Burma
3214,Hommalinn,Hommalin,Burma
3215,Kengtung,Kengtung,Burma
3217,Kyaukpyu,Kyaukpyu,Burma
3220,Lashio,Lashio,Burma
3221,Lanywa,Lanywa,Burma
3222,Mandalay Intl,Mandalay,Burma
3223,Myeik,Myeik,Burma
3224,Myitkyina,Myitkyina,Burma
3226,Momeik,Momeik,Burma
3227,Mong Hsat,Mong Hsat,Burma
3228,Nampong,Nampong,Burma
3229,Namsang,Namsang,Burma
3230,Hpa An,Hpa-an,Burma
3232,Putao,Putao,Burma
3233,Pyay,Pyay,Burma
3234,Shante,Shante,Burma
3235,Sittwe,Sittwe,Burma
3236,Thandwe,Thandwe,Burma
3237,Tachileik,Tachilek,Burma
3238,Taungoo,Taungoo,Burma
3239,Yangon Intl,Yangon,Burma
3240,Hasanuddin,Ujung Pandang,Indonesia
3241,Frans Kaisiepo,Biak,Indonesia
3242,Nabire,Nabire,Indonesia
3243,Moses Kilangin,Timika,Indonesia
3244,Sentani,Jayapura,Indonesia
3245,Wamena,Wamena,Indonesia
3246,Mopah,Merauke,Indonesia
3247,Jalaluddin,Gorontalo,Indonesia
3249,Mutiara,Palu,Indonesia
3250,Sam Ratulangi,Manado,Indonesia
3251,Kasiguncu,Poso,Indonesia
3252,Pitu,Morotai Island,Indonesia
3253,Sultan Babullah,Ternate,Indonesia
3254,Bubung,Luwuk,Indonesia
3256,Pattimura,Ambon,Indonesia
3257,Fak Fak,Fak Fak,Indonesia
3258,Kaimana,Kaimana,Indonesia
3259,Babo,Babo,Indonesia
3260,Rendani,Manokwari,Indonesia
3261,Jefman,Sorong,Indonesia
3262,Bintulu,Bintulu,Malaysia
3263,Kuching Intl,Kuching,Malaysia
3264,Limbang,Limbang,Malaysia
3265,Marudi,Marudi,Malaysia
3266,Miri,Miri,Malaysia
3267,Sibu,Sibu,Malaysia
3268,Lahad Datu,Lahad Datu,Malaysia
3269,Kota Kinabalu Intl,Kota Kinabalu,Malaysia
3270,Labuan,Labuan,Malaysia
3271,Tawau,Tawau,Malaysia
3272,Brunei Intl,Bandar Seri Begawan,Brunei
3273,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia
3274,Pinang Kampai,Dumai,Indonesia
3275,Soekarno Hatta Intl,Jakarta,Indonesia
3276,Binaka,Gunung Sitoli,Indonesia
3277,Aek Godang,Padang Sidempuan,Indonesia
3278,Minangkabau,Padang,Indonesia
3279,Polonia,Medan,Indonesia
3280,Dr Ferdinand Lumban Tobing,Sibolga,Indonesia
3281,Nanga Pinoh I,Nangapinoh,Indonesia
3282,Rahadi Usman,Ketapang,Indonesia
3284,Supadio,Pontianak,Indonesia
3287,Sultan Thaha,Jambi,Indonesia
3288,Fatmawati Soekarno,Bengkulu,Indonesia
3289,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia
3291,Japura,Rengat,Indonesia
3292,Lhok Sukon,Lhok Sukon,Indonesia
3294,Sultan Iskandarmuda,Banda Aceh,Indonesia
3295,Kluang,Kluang,Malaysia
3296,Sultan Abdul Halim,Alor Setar,Malaysia
3297,Butterworth,Butterworth,Malaysia
3298,Sultan Ismail Petra,Kota Bahru,Malaysia
3299,Kuantan,Kuantan,Malaysia
3300,Kerteh,Kerteh,Malaysia
3301,Simpang,Simpang,Malaysia
3302,Sultan Azlan Shah,Ipoh,Malaysia
3303,Sultan Ismail,Johor Bahru,Malaysia
3304,Kuala Lumpur Intl,Kuala Lumpur,Malaysia
3305,Langkawi Intl,Pulau,Malaysia
3306,Malacca,Malacca,Malaysia
3307,Sultan Mahmud,Kuala Terengganu,Malaysia
3308,Penang Intl,Penang,Malaysia
3309,Suai,Suai,East Timor
3310,Presidente Nicolau Lobato Intl,Dili,East Timor
3311,Cakung,Baucau,East Timor
3312,Sembawang,Sembawang,Singapore
3313,Paya Lebar,Paya Lebar,Singapore
3314,Tengah,Tengah,Singapore
3315,Seletar,Singapore,Singapore
3316,Changi Intl,Singapore,Singapore
3317,Brisbane Archerfield,Brisbane,Australia
