Route ID,Airline ID,Price,Time,Date,Num Total Seats,Num Reserved Seats,Departure Airport ID,Destination Airport ID
100,2548,1159.87,15:42,2017-10-17,109,0,5557,344
101,2548,943.63,21:04,2017-02-13,150,0,1524,350
102,2548,552.9,3:34,2017-06-01,128,0,347,351
103,2548,624.64,18:05,2017-01-15,172,0,1208,344
104,1683,479.3,16:36,2017-02-19,194,0,2423,4206
105,1683,1190.22,19:20,2017-10-14,168,0,4206,2400
106,1683,525.38,13:06,2017-07-25,183,0,2397,4002
107,1683,491.57,22:38,2017-02-13,143,0,2397,4199
108,1683,1436.74,21:51,2017-07-22,130,0,4002,2397
109,503,276.71,17:22,2017-04-26,116,0,2985,2989
110,1623,999.08,14:22,2017-03-20,171,0,132,196
111,2850,1239.96,10:05,2017-01-28,166,0,3131,3093
112,2850,839.3,7:05,2017-10-20,169,0,2997,3008
113,2850,1348.49,23:02,2017-09-24,172,0,3136,3144
114,2850,1260.4,11:46,2017-07-29,160,0,3020,3043
115,2354,672.92,0:54,2017-04-28,133,0,55,148
116,16726,216.97,20:21,2017-11-13,147,0,3615,7193
117,16726,554.58,8:30,2017-01-18,114,0,7090,5967
118,16726,1295.9,13:43,2016-12-22,107,0,7191,7088
119,16726,501.82,5:50,2017-08-19,172,0,6767,7206
120,16615,1053.02,14:01,2017-11-27,189,0,1854,1853
121,1469,1393.41,5:38,2016-12-14,159,0,6122,4029
122,1472,657.45,13:31,2017-03-01,104,0,3693,6755
123,2942,1473.12,10:06,2017-04-22,121,0,3393,4033
124,2942,785.32,9:45,2017-04-08,135,0,3385,3373
125,2942,556.79,11:28,2017-04-02,193,0,3382,6361
126,3788,263.55,21:15,2017-07-22,101,0,1701,1685
127,68,476.91,4:24,2017-11-27,153,0,5463,196
128,32,405.08,2:18,2017-03-08,119,0,1157,3410
129,1629,1313.61,22:45,2016-12-04,142,0,2890,2884
130,1629,680.2,4:42,2017-01-16,100,0,3678,3665
131,\N,1259.64,11:54,2017-07-14,145,0,2868,2848
132,3000,1254.4,7:25,2016-12-26,165,0,3131,3043
133,3000,831.69,21:22,2017-02-19,123,0,3131,3135
134,3000,432.52,5:40,2016-12-29,143,0,3131,3007
135,3000,832.6,17:58,2016-12-05,175,0,2997,2188
136,3000,650.93,15:33,2017-09-01,133,0,3137,2997
137,3000,900.47,8:47,2016-12-14,109,0,3043,3061
138,3000,1337.71,20:33,2017-04-06,127,0,2188,2997
139,96,1121.21,23:31,2017-11-01,176,0,3941,1452
140,4550,346.71,7:23,2017-07-04,121,0,4247,2772
141,1203,663.81,2:22,2017-03-28,184,0,1278,1386
142,24,223.52,0:33,2017-03-23,158,0,3495,3462
143,24,309.45,1:28,2017-10-28,163,0,3849,3576
144,24,764.53,8:37,2017-01-27,191,0,4043,3830
145,24,916.02,17:40,2016-12-18,160,0,3876,3682
146,24,1392.42,10:57,2017-01-01,189,0,3876,3561
147,24,1146,18:24,2017-05-22,100,0,3520,4386
148,24,666.83,14:09,2017-08-07,101,0,3520,146
149,24,1280.79,4:07,2017-10-03,128,0,3670,1826
150,24,743.2,6:58,2017-11-01,184,0,3670,1953
151,24,796.2,23:34,2017-05-18,172,0,4034,3752
152,24,983.49,15:43,2017-11-12,163,0,3141,507
153,24,1428.23,3:16,2017-11-22,175,0,3712,3752
154,24,1028.9,21:19,2017-11-16,184,0,3484,3673
155,24,538.19,5:32,2017-05-08,188,0,507,3797
156,24,1051.81,6:02,2017-02-24,191,0,3878,3484
157,24,888.83,21:53,2016-12-15,156,0,3878,3577
158,24,377.18,16:34,2017-10-11,163,0,3576,1761
159,24,1061.9,20:03,2017-03-24,177,0,1953,3520
160,1654,540.86,23:53,2017-05-31,133,0,2937,4078
161,8359,303.73,22:32,2017-01-31,174,0,2789,2781
162,3652,1023.75,1:34,2017-10-05,100,0,737,664
163,10739,1466.64,5:58,2017-02-28,147,0,3678,3591
164,16262,879.06,12:12,2017-08-03,110,0,3808,7145
165,2916,1267.64,6:52,2017-06-09,113,0,1612,1678
166,\N,1100.99,17:36,2017-07-06,193,0,3722,3646
167,11741,407,11:08,2017-07-10,179,0,2881,2874
168,4608,1419.54,19:11,2017-07-01,168,0,3395,4149
169,4608,731.39,11:23,2016-12-04,162,0,3400,4109
170,4608,1063.27,18:38,2016-12-17,141,0,3384,3393
171,4608,703.2,9:12,2017-03-14,198,0,6431,4308
172,4608,1287.52,6:49,2016-12-02,167,0,3399,3395
173,4608,681.78,8:14,2017-03-20,149,0,6361,3077
174,2524,824.19,9:08,2017-02-27,143,0,2988,4368
175,2548,440.05,3:01,2016-12-06,168,0,1509,342
176,2548,714.96,6:54,2017-06-18,167,0,345,1508
177,2548,834.04,13:48,2017-01-28,179,0,382,344
178,2548,589.33,13:05,2017-08-22,131,0,352,1509
179,2548,1424.31,7:43,2016-12-26,166,0,342,1626
180,2548,1334.46,12:26,2017-10-31,159,0,1479,344
181,2548,1118.81,14:22,2016-12-20,129,0,1075,344
182,2548,941.15,16:56,2017-06-28,189,0,350,342
183,2548,1469.52,4:55,2016-12-19,108,0,1508,350
184,1173,660.84,10:19,2017-05-08,126,0,8200,8201
185,1683,682.89,12:20,2017-01-12,120,0,2397,6733
186,1683,261.81,4:12,2017-05-18,163,0,2404,4090
187,1623,852.31,20:45,2017-03-16,173,0,37,196
188,2850,524.79,22:40,2017-08-22,145,0,2997,3093
189,2850,297.06,12:27,2016-12-06,138,0,3141,3043
190,2850,1255.9,6:59,2017-05-13,150,0,3038,3043
191,2850,728.81,21:26,2017-05-26,146,0,3105,2997
192,2850,204.62,19:46,2017-04-06,114,0,3020,3141
193,2994,772.36,14:05,2017-07-25,165,0,2370,6008
194,2994,582.47,17:38,2017-08-03,110,0,3077,3930
195,2994,1015.6,14:04,2017-04-29,177,0,3930,3992
196,16726,799.39,16:54,2017-02-23,155,0,3764,6717
197,1469,487.02,4:38,2017-05-30,143,0,6156,4029
198,1469,1007.92,7:03,2017-04-22,107,0,3964,2967
199,2942,501.66,14:02,2017-03-22,131,0,3393,3382
200,2942,517.75,17:57,2016-12-28,190,0,3382,9107
201,55,587.77,18:04,2017-03-23,146,0,3832,6839
202,55,1179.08,2:24,2017-03-22,146,0,6722,3832
203,15999,309.37,15:37,2016-12-31,133,0,3393,6347
204,15999,624.15,22:14,2017-05-20,102,0,8781,3391
205,3976,984.31,13:57,2017-09-26,188,0,3682,4041
206,1629,692.83,8:00,2017-02-10,116,0,6080,2890
207,\N,488.31,1:17,2017-07-22,103,0,7288,7287
208,4691,1150.39,16:59,2017-05-25,130,0,2709,2742
209,\N,635.05,23:45,2017-11-20,140,0,2856,2851
210,3000,620.4,2:08,2017-09-17,172,0,2997,3023
211,3000,1284.94,23:22,2017-10-01,160,0,3055,6173
212,3000,708.2,21:52,2017-07-19,186,0,3146,3043
213,96,1116.15,14:15,2017-08-18,134,0,3941,507
214,96,1421.81,14:04,2017-03-18,180,0,3941,346
215,96,1114.92,6:55,2017-09-23,118,0,1452,1486
216,96,779.16,3:22,2017-09-18,172,0,1587,3941
217,1203,850.06,15:39,2017-06-06,155,0,1335,1280
218,1203,1169.6,18:02,2016-12-16,144,0,1386,1409
219,24,678.32,6:03,2017-05-31,139,0,4286,3752
220,24,1373.05,12:27,2017-03-02,144,0,2875,3576
221,24,485.86,16:33,2017-05-12,115,0,3806,3576
222,24,936.92,11:11,2017-03-09,194,0,3876,3751
223,24,1301.06,7:43,2017-06-24,106,0,1852,3797
224,24,734.22,18:25,2017-01-24,169,0,3520,4067
225,24,761.43,4:59,2016-12-10,165,0,3670,4041
226,24,827.01,20:59,2017-07-07,152,0,5738,3520
227,24,713.04,12:23,2017-05-04,110,0,3845,3876
228,24,281.04,0:13,2017-09-03,129,0,3797,1555
229,24,1303.61,1:37,2017-03-27,156,0,3797,2789
230,24,1084.42,1:35,2017-09-18,131,0,507,1187
231,24,1357.06,5:38,2017-03-04,168,0,3660,3520
232,24,876.39,7:22,2017-03-13,130,0,3878,3876
233,24,309.33,20:36,2017-08-21,185,0,3878,3462
234,24,277.63,11:43,2017-06-12,159,0,3671,3876
235,24,1426.09,2:59,2017-05-25,141,0,3858,3520
236,24,1054.91,12:34,2017-11-09,177,0,2279,2372
237,410,851.29,16:45,2017-10-28,146,0,6969,2948
238,146,294.63,15:58,2017-03-05,181,0,7173,7172
239,897,786.69,22:57,2017-05-17,114,0,6019,2397
240,1729,1318.85,13:31,2017-11-10,194,0,2535,2564
241,10739,479.08,6:32,2017-03-07,179,0,4042,3678
242,10739,1137.21,12:52,2017-07-18,156,0,4042,3678
243,595,311.57,15:33,2017-11-01,140,0,5665,1084
244,3021,724.47,4:44,2017-08-24,165,0,4302,3316
245,2916,651.13,0:06,2017-07-04,176,0,382,1558
246,2944,1360.22,1:30,2017-06-06,176,0,382,1558
247,2916,376.19,6:06,2017-09-10,176,0,382,1558
248,2940,234.06,12:06,2017-06-05,176,0,382,1558
249,2916,942.1,20:24,2016-12-02,184,0,382,1558
250,2916,1360.22,15:41,2017-02-01,184,0,3986,1561
251,2916,1258.42,3:33,2017-08-23,113,0,342,382
252,2916,376.19,22:48,2017-03-01,141,0,351,382
253,\N,1243.73,14:32,2017-02-15,107,0,3875,3793
254,3545,816.73,15:55,2017-11-01,146,0,4029,2966
255,3545,234.06,11:27,2017-08-14,198,0,4029,2980
256,4608,418.97,7:16,2017-02-23,116,0,3077,3395
257,4608,877.17,17:44,2017-04-06,200,0,3388,4030
258,4608,495.35,20:41,2017-01-28,169,0,6366,3379
259,8463,1225.72,9:26,2017-10-20,116,0,3043,3076
260,17885,1139.16,2:55,2017-01-08,159,0,3576,1824
261,2548,1075.01,2:21,2017-09-19,173,0,4309,345
262,2548,479.3,7:18,2017-05-18,153,0,344,1486
263,2548,947.67,20:05,2017-04-08,167,0,342,1551
264,2548,912.03,14:38,2017-10-06,120,0,478,344
265,2548,712.3,8:37,2017-04-11,100,0,1354,351
266,2548,1370.39,21:33,2017-09-28,127,0,350,353
267,2548,504.32,7:14,2017-10-05,171,0,350,1200
268,2548,790.27,4:29,2017-10-03,168,0,350,1209
269,1683,909.07,9:43,2016-12-23,191,0,3269,2397
270,1623,1177.58,22:53,2017-04-07,174,0,5487,29
271,2850,1471.65,16:19,2017-04-18,142,0,3144,2994
272,\N,834.52,16:44,2017-02-24,166,0,54,139
273,1340,933.09,18:58,2017-02-17,199,0,4029,6092
274,4805,1326.11,19:18,2017-02-20,102,0,4363,2975
275,2354,974.45,6:34,2017-07-17,115,0,132,5534
276,16726,1205.43,15:50,2017-01-04,199,0,3599,7213
277,16726,1432.31,16:52,2016-12-10,195,0,6718,7200
278,16726,1401.33,0:48,2017-04-04,138,0,7180,7177
279,16726,224.53,4:26,2017-08-03,194,0,6767,7206
280,18944,786.02,22:55,2017-04-22,192,0,2897,2745
281,9531,296.26,12:39,2017-02-20,115,0,2979,2965
282,1469,1309.25,2:22,2017-05-10,131,0,4029,2961
283,\N,1251.51,19:07,2017-05-31,166,0,5962,6713
284,1472,713.6,4:33,2017-03-04,130,0,6755,7178
285,1472,251.15,14:07,2017-05-26,151,0,3693,7179
286,2942,393.74,7:22,2017-02-12,121,0,3385,3373
287,2942,610.05,0:55,2017-11-07,188,0,3376,3382
288,3788,956.79,14:58,2017-03-22,141,0,1715,1701
289,3788,461.61,2:31,2017-06-19,107,0,1701,1721
290,5188,780.83,3:05,2017-03-23,134,0,2442,2439
291,5188,1385.57,5:25,2017-01-26,150,0,2513,2487
292,68,671.84,18:26,2017-11-21,103,0,196,60
293,32,1006.92,18:41,2017-07-13,132,0,5804,1154
294,15999,804.99,5:47,2017-11-24,106,0,3406,3121
295,\N,1093.17,13:06,2017-10-07,154,0,78,172
296,\N,231.95,15:57,2017-06-15,133,0,119,156
297,\N,392.85,8:03,2017-10-28,135,0,172,179
298,\N,895.77,23:23,2017-06-26,128,0,5454,1957
299,3000,368.38,15:46,2016-12-22,167,0,2179,3131
300,3000,1117.8,16:42,2017-06-18,134,0,2997,3098
301,3000,801.45,8:43,2017-08-11,185,0,2997,507
302,3000,1281.07,12:32,2016-12-12,189,0,813,2997
303,1780,1042.95,10:21,2017-04-11,180,0,1476,1486
304,4550,293.47,18:22,2017-04-20,156,0,4247,2772
305,1203,878.68,3:10,2017-02-21,197,0,1330,1354
306,1203,610.15,16:43,2017-07-16,101,0,1320,1354
307,1203,311.81,5:29,2017-02-22,127,0,1335,1435
308,2538,1437.9,17:27,2017-02-19,191,0,3972,3973
309,24,256.31,13:52,2017-04-19,149,0,3320,3999
310,24,639.05,10:36,2017-04-27,174,0,3876,3825
311,24,756.66,7:40,2017-11-05,184,0,3876,4016
312,24,1109.53,5:38,2017-05-23,144,0,3627,3876
313,24,1325.99,16:32,2016-12-10,141,0,3670,3797
314,24,803.25,6:17,2017-02-05,132,0,3670,3829
315,24,815.41,19:48,2016-12-30,128,0,3670,3458
316,24,767.23,17:38,2016-12-28,132,0,3670,49
317,24,751.84,19:09,2017-07-14,138,0,3728,3942
318,24,1219.79,12:48,2017-05-19,159,0,3484,3602
319,24,669.15,2:57,2017-08-09,143,0,507,248
320,24,940.23,11:07,2017-02-07,109,0,507,737
321,24,420.23,2:55,2017-05-26,106,0,507,3550
322,24,753.2,8:59,2017-06-14,143,0,1229,3576
323,24,324.13,13:17,2017-02-11,165,0,3878,3752
324,24,1248.87,6:58,2017-05-07,120,0,3576,3645
325,24,540.08,13:43,2017-03-12,150,0,3576,3797
326,24,597.66,2:55,2017-03-12,175,0,2279,3484
327,1654,1449.4,3:35,2017-06-21,150,0,2923,2937
328,1338,505.28,13:44,2017-10-18,111,0,2709,2673
329,2750,707.42,23:34,2017-09-04,124,0,1678,4197
330,3652,1358.76,14:32,2017-04-13,123,0,737,442
331,897,1337.24,23:03,2017-05-05,142,0,4203,2397
332,\N,815.35,16:10,2016-12-15,128,0,7253,5499
333,4608,1450.69,2:08,2017-05-14,131,0,3393,3404
334,4608,761.66,5:08,2016-12-10,183,0,3393,3361
335,4608,941.49,22:45,2016-12-30,101,0,3393,3368
336,24,1355.29,22:42,2017-11-10,170,0,3585,3484
337,4547,1355.29,22:42,2017-01-05,170,0,3585,3484
338,24,1355.29,22:42,2016-12-31,170,0,3585,3484
339,4608,444.72,18:51,2017-08-13,139,0,3371,3383
340,4608,291.15,21:54,2017-03-26,131,0,3395,8781
341,4608,657.34,11:40,2017-06-30,151,0,9311,3379
342,4608,581.27,20:49,2017-05-07,169,0,3386,3368
343,4608,1152.78,4:29,2017-04-06,103,0,3400,4108
344,4608,265.04,14:05,2017-04-11,107,0,2275,3395
345,17885,1051.39,17:37,2017-10-31,135,0,1852,1825
346,17885,265.73,8:08,2017-02-10,188,0,1807,1824
347,17885,894.2,20:09,2017-04-03,185,0,1824,1804
348,17885,264.22,14:37,2017-03-04,117,0,1824,1855
349,17885,1094.69,7:15,2017-11-19,178,0,1850,1856
350,2548,679.51,23:29,2017-09-07,175,0,1739,350
351,2548,1338.64,15:00,2017-07-17,156,0,344,1688
352,2548,1063.24,21:08,2017-03-22,147,0,344,3998
353,2548,1263.02,17:07,2017-03-09,182,0,344,1550
354,2548,359.47,18:04,2017-10-13,159,0,1225,350
355,2548,1445.24,23:40,2017-04-07,159,0,350,669
356,2548,1433.31,23:36,2017-06-18,165,0,351,347
357,1173,1098.11,2:56,2017-05-01,143,0,4385,7094
358,8576,833.34,13:33,2017-07-14,135,0,1143,1138
359,1683,1334.32,0:44,2017-05-12,109,0,2423,2400
360,1683,351.63,0:53,2017-04-05,136,0,4206,2423
361,1683,1096.41,6:13,2016-12-05,186,0,4206,6012
362,1683,695.13,13:13,2017-08-15,153,0,4206,6011
363,1683,1392.4,21:07,2017-09-19,110,0,2397,4206
364,2850,448.77,18:38,2017-10-20,140,0,3001,3093
365,2850,612.98,15:37,2017-03-09,119,0,3043,2994
366,2850,1200.43,4:08,2017-11-22,141,0,2188,3153
367,2954,1140.79,15:15,2017-08-22,148,0,1555,1590
368,16726,1330.54,11:52,2017-02-19,116,0,7183,7187
369,16726,844.28,4:17,2017-06-10,164,0,7181,3693
370,16726,825.63,18:41,2017-09-30,181,0,3693,7179
371,16726,395.34,2:27,2017-08-13,120,0,7218,3599
372,18944,1468.51,1:43,2017-07-22,186,0,2851,2897
373,18944,1057.12,2:42,2017-07-27,157,0,2851,2897
374,9531,865.67,11:48,2017-04-13,187,0,6147,4078
375,1472,523.68,14:15,2017-07-15,173,0,7184,7185
376,1472,904.91,22:05,2017-03-15,123,0,3615,6723
377,2942,904.04,18:56,2017-01-17,143,0,6376,3382
378,2942,737.33,5:00,2017-06-06,184,0,3388,3394
379,2942,757.36,16:04,2017-11-09,190,0,3373,3382
380,3856,1002.99,14:54,2017-10-25,100,0,119,30
381,32,619.8,6:49,2017-11-21,191,0,2072,1157
382,3976,298.4,21:57,2017-01-19,141,0,3682,4039
383,3976,701.96,5:49,2017-08-16,171,0,3858,3682
384,3976,299.52,13:15,2017-06-19,200,0,3861,3797
385,1629,1380.37,6:00,2017-05-16,131,0,3448,6456
386,1629,806.63,11:17,2017-08-30,130,0,2888,2890
387,4691,1270.13,4:25,2017-09-23,114,0,2709,7359
388,4691,267.84,11:58,2017-04-18,154,0,7359,2709
389,3000,1278.1,19:34,2017-11-29,147,0,3002,3093
390,3000,993.41,6:21,2017-11-17,131,0,3093,302
391,3000,205.71,3:10,2017-05-21,137,0,3008,3017
392,3000,276.52,0:50,2017-09-01,179,0,3015,2997
393,96,613.48,8:00,2017-04-06,159,0,3941,1458
394,96,1099.92,20:19,2017-11-13,188,0,346,3941
395,1203,1479.26,21:30,2017-01-06,141,0,1386,1289
396,24,545.56,22:28,2017-01-15,134,0,2802,2789
397,24,1317.78,17:28,2017-05-20,101,0,3320,3339
398,24,1078.37,8:00,2017-02-16,175,0,2851,3670
399,24,1027.23,17:13,2017-10-01,169,0,3876,3671
400,24,608.82,8:28,2017-11-16,169,0,1852,3448
401,24,258.19,22:19,2017-04-25,173,0,3520,3861
402,24,1188.93,4:50,2017-08-19,135,0,3670,4019
403,24,1282.48,12:24,2017-08-17,165,0,3670,4354
404,24,321.48,3:35,2017-08-04,151,0,3670,4014
405,24,1224.48,17:52,2017-10-10,182,0,3533,3876
406,24,1112.66,18:18,2017-04-13,137,0,3533,3462
407,24,1042.22,19:10,2017-05-03,137,0,2882,3576
408,24,241.14,17:40,2017-08-11,153,0,2564,3878
409,24,1480.32,20:17,2017-07-26,114,0,3808,3577
410,24,840.04,6:38,2017-10-13,138,0,3484,1960
411,24,470.72,23:37,2017-11-02,179,0,507,3494
412,24,1495.13,10:37,2016-12-31,108,0,3878,3797
413,24,433.26,3:31,2017-03-16,131,0,3576,3797
414,24,497.21,7:28,2016-12-14,103,0,1524,3797
415,24,205.15,7:07,2017-03-09,181,0,2279,3304
416,410,216.08,15:56,2017-09-21,178,0,4029,2990
417,410,1254.27,16:41,2017-01-07,110,0,2922,6969
418,410,882.12,8:30,2016-12-26,180,0,2990,2975
419,1654,594.36,19:48,2017-11-02,193,0,\N,2937
420,2750,880.72,8:51,2016-12-02,103,0,1678,1054
421,897,217.19,1:31,2017-10-20,104,0,2397,2399
422,897,1169.13,13:05,2017-04-23,183,0,2397,2400
423,595,429.84,2:49,2017-05-31,163,0,502,1059
424,\N,651.91,1:06,2016-12-19,152,0,202,161
425,\N,1491.54,11:55,2017-07-23,139,0,3722,1930
426,\N,916.17,1:42,2017-05-03,122,0,3646,3698
427,4608,725.25,11:47,2017-07-16,104,0,3393,6431
428,4608,1288.82,9:53,2017-07-09,113,0,3395,3383
429,4608,596.55,6:04,2017-03-08,159,0,3382,3395
430,4608,1462.81,20:53,2017-11-16,163,0,3372,4085
431,4608,772.39,9:55,2017-10-10,130,0,6402,3395
432,4608,1121.83,13:50,2017-08-02,142,0,3374,3395
433,4608,836.51,19:18,2017-07-14,178,0,3369,8858
434,8463,1182.23,14:10,2017-10-10,178,0,3076,3068
435,17885,292.4,2:51,2017-08-04,160,0,1824,1836
436,17885,1279.12,10:24,2017-08-31,186,0,1824,1885
437,17885,822.37,10:04,2017-02-05,192,0,1850,1852
438,17885,798.01,7:25,2016-12-29,161,0,1850,1852
439,2548,1202.78,19:57,2017-09-02,180,0,344,1501
440,2548,360.96,22:02,2016-12-30,160,0,344,1226
441,2548,533.94,14:24,2017-09-12,137,0,344,1209
442,2548,847.37,21:30,2017-10-18,124,0,1509,345
443,2548,1368.26,18:00,2017-04-09,112,0,352,3998
444,2548,656.57,20:17,2017-04-12,108,0,342,3986
445,1683,634.85,0:56,2017-07-20,184,0,4206,3930
446,1683,1344.74,3:32,2017-01-14,157,0,3199,2397
447,1683,1251.05,15:53,2017-02-16,156,0,4204,4206
448,1683,1410.82,7:14,2017-04-28,188,0,2404,4090
449,503,692.86,21:13,2016-12-03,162,0,6110,4362
450,2850,693.52,13:56,2017-06-23,184,0,3043,6443
451,2850,1205.59,12:39,2017-01-15,126,0,3141,2994
452,2850,621.68,17:45,2016-12-03,183,0,3017,2994
453,2850,1344.67,19:45,2017-10-15,124,0,3084,3093
454,\N,928.16,0:25,2017-06-28,154,0,139,54
455,1340,812.57,3:27,2017-03-20,168,0,2925,4029
456,5813,1029.65,14:17,2017-04-04,183,0,3213,3239
457,4805,1026.5,3:36,2017-03-19,158,0,1587,4363
458,2994,1013.74,7:34,2017-03-15,189,0,2378,3942
459,2994,206.65,12:01,2017-01-07,173,0,2372,2370
460,16726,946.5,14:14,2017-09-29,162,0,6755,3693
461,16726,1024.53,14:54,2017-07-16,195,0,7187,7183
462,16726,1104.24,19:37,2017-02-23,130,0,7099,3599
463,9531,404.64,6:46,2017-09-24,182,0,2974,2979
464,1500,686.77,13:48,2017-06-30,125,0,1869,1865
465,\N,439.68,10:07,2017-04-05,134,0,5967,5962
